,imdb_score,director_name,movie_title
4491,6.9,Dan Zukovic,The Last Big Thing
484,6.9,Lee Tamahori,The Edge
2990,6.9,Mel Brooks,History of the World: Part I
1958,6.9,Patricia Riggen,The 33
2988,6.9,Roger Kumble,Cruel Intentions
2295,6.9,Jean-Paul Rappeneau,Bon voyage
4358,6.9,David Worth,House at the End of the Drive
2669,6.9,Oliver Parker,The Importance of Being Earnest
4879,6.9,Andrew Bujalski,Mutual Appreciation
2420,6.9,Jason Reitman,Labor Day
2752,6.9,Spike Lee,Crooklyn
2749,6.9,Franco Zeffirelli,Tea with Mussolini
1850,6.9,Chris Columbus,Mrs. Doubtfire
140,6.9,J.J. Abrams,Mission: Impossible III
2729,6.9,Jon Turteltaub,Cool Runnings
10,6.9,Zack Snyder,Batman v Superman: Dawn of Justice
2292,6.9,Rian Johnson,The Brothers Bloom
3699,6.9,Ronan Chapalain,Sea Rex 3D: Journey to a Prehistoric World
4736,6.9,Nicole Holofcener,Lovely & Amazing
3219,6.9,Yash Chopra,Jab Tak Hai Jaan
3384,6.9,Russell Holt,The Work and the Glory
3991,6.9,John Maclean,Slow West
3387,6.9,Claude Miller,Alias Betty
1073,6.9,Phillip Noyce,Patriot Games
4161,6.9,David Robert Mitchell,It Follows
3423,6.9,Rob Zombie,The Devil's Rejects
1641,6.9,Frank Oz,Little Shop of Horrors
3432,6.9,Gina Prince-Bythewood,Beyond the Lights
4567,6.9,Matt Maiellaro,Aqua Teen Hunger Force Colon Movie Film for Theaters
920,6.9,Kevin Reynolds,Robin Hood: Prince of Thieves
3852,6.9,Dave McKean,Mirrormask
4687,6.9,Lucio Fulci,The Beyond
1649,6.9,Phil Joanou,Gridiron Gang
1657,6.9,Tate Taylor,Get on Up
3687,6.9,Brian Dannelly,Saved!
4137,6.9,Jaco Booyens,8 Days
3678,6.9,Christine Jeffs,Sunshine Cleaning
424,6.9,George A. Romero,Creepshow
3860,6.9,David Gordon Green,Joe
4691,6.9,Stephen Frears,My Beautiful Laundrette
3205,6.9,Lewis Gilbert,You Only Live Twice
376,6.9,Jon M. Chu,Now You See Me 2
1221,6.9,Jaume Collet-Serra,Unknown
1412,6.9,Michael Tollin,Radio
3467,6.9,Richard E. Grant,Wah-Wah
3193,6.9,Benedikt Erlingsson,Of Horses and Men
3190,6.9,Kari Skogland,Fifty Dead Men Walking
1032,6.9,Neill Blomkamp,Chappie
318,6.9,Paul Greengrass,Green Zone
789,6.9,Rod Lurie,The Last Castle
872,6.9,Shekhar Kapur,Elizabeth: The Golden Age
1169,6.9,Brian Helgeland,A Knight's Tale
1605,6.9,John Singleton,Four Brothers
4027,6.9,Matthew Bright,Freeway
1542,6.9,John Gatins,Dreamer: Inspired by a True Story
1525,6.9,Jon Favreau,Elf
3329,6.9,E. Elias Merhige,Shadow of the Vampire
4761,6.9,Jason Naumann,Jesus People
1552,6.9,Mark Dindal,Cats Don't Dance
1553,6.9,Tim Robbins,Cradle Will Rock
4007,6.9,Damien O'Donnell,East Is East
4195,6.9,Marielle Heller,The Diary of a Teenage Girl
294,6.9,Gary Trousdale,The Hunchback of Notre Dame
1564,6.9,Scott Hicks,Hearts in Atlantis
3291,6.9,Ayan Mukerji,Yeh Jawaani Hai Deewani
1568,6.9,Barry Sonnenfeld,Get Shorty
3343,6.9,Anand Tucker,When Did You Last See Your Father?
3287,6.9,J.C. Chandor,All Is Lost
405,6.9,Steven Soderbergh,Ocean's Thirteen
3355,6.9,Jonathan Lynn,Wild Target
297,6.9,Jon Turteltaub,National Treasure
402,6.9,Nancy Meyers,The Holiday
4755,6.9,Stuart Hazeldine,Exam
3366,6.9,Ol Parker,Imagine Me & You
4003,6.9,Michael Schultz,Woman Thou Art Loosed
4017,6.9,Julian Schnabel,Basquiat
3275,6.9,Mark Rydell,The Rose
1486,6.9,Richard Donner,Radio Flyer
1484,6.9,Ridley Scott,A Good Year
1598,6.9,Jonathan Levine,Warm Bodies
4753,6.9,Lori Silverbush,On the Outs
3373,6.9,George Tillman Jr.,Soul Food
4676,6.9,Jared Hess,Napoleon Dynamite
3169,6.9,Bobcat Goldthwait,World's Greatest Dad
277,6.9,Michael Bay,The Island
4079,6.9,John Ford,Donovan's Reef
4707,6.9,Paul Fierlinger,My Dog Tulip
3900,6.9,Dagur Kári,The Good Heart
4784,6.9,Sherman Alexie,The Business of Fancydancing
4095,6.9,Tom Hanks,That Thing You Do!
3523,6.9,Rick Famuyiwa,The Wood
1764,6.9,James Gray,We Own the Night
1762,6.9,Michael Caton-Jones,Rob Roy
3528,6.9,King Vidor,Duel in the Sun
1332,6.9,Francis Lawrence,Water for Elephants
3631,6.9,David F. Sandberg,Lights Out
1750,6.9,Peter Chelsom,Serendipity
385,6.9,John Milius,Conan the Barbarian
3901,6.9,Nicholas Hytner,The History Boys
3502,6.9,Zal Batmanglij,The East
1728,6.9,Lawrence Kasdan,Mumford
1370,6.9,Jonathan Mostow,Breakdown
4713,6.9,Cédric Klapisch,When the Cat's Away
1258,6.9,Stephen Daldry,Extremely Loud & Incredibly Close
691,6.9,Phillip Noyce,Clear and Present Danger
170,6.9,Joe Johnston,Captain America: The First Avenger
4657,6.9,Fernando Baez Mella,The King of Najayo
1307,6.9,D.J. Caruso,Disturbia
4291,6.9,Sally Potter,Yes
3063,6.9,Michael Schultz,The Last Dragon
1393,6.9,Seth Gordon,Horrible Bosses
1739,6.9,David Wain,Role Models
1234,6.9,Clint Eastwood,Jersey Boys
3594,6.9,John Sayles,Sunshine State
3150,6.9,Ariel Vromen,The Iceman
681,6.9,Roman Polanski,Oliver Twist
1309,6.9,Richard Shepard,The Hunting Party
1364,6.9,Charles Martin Smith,Dolphin Tale
330,6.9,Bibo Bergeron,The Road to El Dorado
40,6.8,Joseph Kosinski,TRON: Legacy
3368,6.8,François Ozon,Swimming Pool
454,6.8,Simon West,Con Air
2116,6.8,Louis Leterrier,The Transporter
55,6.8,Peter Sohn,The Good Dinosaur
2127,6.8,David Cronenberg,eXistenZ
2802,6.8,Jaume Collet-Serra,The Shallows
4844,6.8,Laslo Benedek,The Night Visitor
1492,6.8,Ang Lee,Ride with the Devil
2796,6.8,Christopher Cain,Young Guns
1399,6.8,Robert Luketic,21
3743,6.8,Peter Hyams,Capricorn One
3753,6.8,Michael Winterbottom,Tristram Shandy: A Cock and Bull Story
1530,6.8,Paul Feig,Bridesmaids
1983,6.8,Andrew Adamson,Cirque du Soleil: Worlds Away
4177,6.8,Catherine Hardwicke,Thirteen
1985,6.8,Richard Linklater,Me and Orson Welles
4839,6.8,E.L. Katz,Cheap Thrills
1518,6.8,Danny Cannon,Goal! The Dream Begins
1298,6.8,Christian Alvart,Pandorum
1314,6.8,Bibo Bergeron,A Monster in Paris
2845,6.8,John H. Lee,Operation Chromite
3541,6.8,Richard Linklater,Bernie
4431,6.8,Tony Richardson,Tom Jones
3537,6.8,Peter Howitt,Sliding Doors
1141,6.8,Sydney Pollack,The Firm
2164,6.8,Boaz Yakin,Max
3344,6.8,Steve James,Prefontaine
757,6.8,Graham Annable,The Boxtrolls
2794,6.8,Patricia Riggen,Miracles from Heaven
2831,6.8,Rod Lurie,Resurrecting the Champ
4414,6.8,Rob McKittrick,Waiting...
1496,6.8,Wes Ball,The Maze Runner
3353,6.8,Andrew Currie,Fido
4119,6.8,James Gunn,Super
2604,6.8,Matt Williams,Where the Heart Is
2198,6.8,David Ayer,Street Kings
860,6.8,Stephen Hopkins,The Ghost and the Darkness
4453,6.8,Andrew Erwin,October Baby
4455,6.8,Craig Johnson,The Skeleton Twins
4123,6.8,Spike Lee,Get on the Bus
3637,6.8,Henry Koster,The Robe
1378,6.8,Scott Hicks,Snow Falling on Cedars
3679,6.8,John Erick Dowdle,No Escape
269,6.8,Michael Mann,Ali
3444,6.8,David Mamet,Redbelt
4065,6.8,Alexandre Aja,High Tension
4131,6.8,Tim McCanlies,"Dancer, Texas Pop. 81"
61,6.8,Robert Zemeckis,A Christmas Carol
2212,6.8,Ed Harris,Appaloosa
2717,6.8,Baz Luhrmann,Romeo + Juliet
2210,6.8,Gus Van Sant,To Die For
381,6.8,Chris Columbus,Bicentennial Man
3490,6.8,Luis Valdez,La Bamba
1230,6.8,Alejandro Agresti,The Lake House
34,6.8,Brett Ratner,X-Men: The Last Stand
1395,6.8,David Frankel,The Devil Wears Prada
2205,6.8,Simon Wincer,Quigley Down Under
2574,6.8,Udayan Prasad,The Yellow Handkerchief
2696,6.8,Gary Fleder,Things to Do in Denver When You're Dead
2056,6.8,Mikael Håfström,1408
524,6.8,Peter Segal,50 First Dates
2102,6.8,Scott Cooper,Out of the Furnace
2542,6.8,Adam Rifkin,Detroit Rock City
1472,6.8,Lasse Hallström,The Shipping News
1785,6.8,Gavin Hood,Rendition
3709,6.8,Paul Schrader,Light Sleeper
4750,6.8,Michael Kang,The Motel
2032,6.8,Michael Bay,Bad Boys
2033,6.8,David Zucker,The Naked Gun 2½: The Smell of Fear
3702,6.8,Randall Miller,Bottle Shock
772,6.8,Robert Lorenz,Trouble with the Curve
399,6.8,Daniel Espinosa,Safe House
4162,6.8,Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
4855,6.8,Wade Gasque,Tiger Orange
3408,6.8,Guy Hamilton,Live and Let Die
2776,6.8,Amy Heckerling,Clueless
3416,6.8,Michael Anderson,Logan's Run
3417,6.8,Guy Hamilton,The Man with the Golden Gun
3422,6.8,David O. Russell,Flirting with Disaster
3503,6.8,Michael Mayer,A Home at the End of the World
1436,6.8,Catherine Hardwicke,The Nativity Story
2767,6.8,Mike Leigh,Mr. Turner
2053,6.8,,Rogue
1135,6.8,Len Wiseman,Underworld: Evolution
1134,6.8,Michael Cimino,Heaven's Gate
2263,6.8,Woody Allen,Everyone Says I Love You
633,6.8,Craig Gillespie,The Finest Hours
1013,6.8,Doug Liman,Fair Game
1692,6.8,Terry Gilliam,The Imaginarium of Doctor Parnassus
3893,6.8,Sam Peckinpah,Major Dundee
324,6.8,Ash Brannon,Surf's Up
3165,6.8,Bigas Luna,The Chambermaid on the Titanic
932,6.8,Peyton Reed,Yes Man
3977,6.8,Scott Derrickson,Sinister
4316,6.8,James Wan,Insidious
3201,6.8,Greg Mottola,Adventureland
1034,6.8,David Fincher,Panic Room
2329,6.8,Harold Becker,Sea of Love
2958,6.8,Vincenzo Natali,Cypher
695,6.8,Rob Reiner,The American President
3898,6.8,Peter Stebbings,Defendor
2948,6.8,Neil Jordan,Ondine
2264,6.8,James Wan,Death Sentence
1656,6.8,Warren Beatty,Bulworth
2944,6.8,Chan-wook Park,Stoker
4662,6.8,Catherine Gund,Born to Fly: Elizabeth Streb vs. Gravity
1049,6.8,John McTiernan,The Thomas Crown Affair
3227,6.8,F. Gary Gray,Set It Off
1642,6.8,Joe Wright,Hanna
625,6.8,Frank Oz,The Score
4624,6.8,Joseph Dorman,Sholem Aleichem: Laughing in the Darkness
3986,6.8,Alfred Hitchcock,Family Plot
1061,6.8,Tom Shadyac,Liar Liar
177,6.8,Steven Spielberg,The BFG
3147,6.8,David Cronenberg,Spider
3824,6.8,Carol Reed,Trapeze
2397,6.8,Barry Levinson,Young Sherlock Holmes
3080,6.8,Robert Altman,A Prairie Home Companion
4289,6.8,Pawel Pawlikowski,My Summer of Love
2,6.8,Sam Mendes,Spectre
3101,6.8,Richard Shepard,The Matador
1806,6.8,Menno Meyjes,Martian Child
2390,6.8,John Carpenter,The Fog
350,6.8,Tony Scott,Unstoppable
3925,6.8,Salvador Carrasco,La otra conquista
3916,6.8,Robert Eggers,The Witch
3017,6.8,Agnieszka Holland,Copying Beethoven
1749,6.8,John Glen,For Your Eyes Only
3111,6.8,Brian De Palma,Body Double
4307,6.8,Newt Arnold,Bloodsport
2981,6.8,R.J. Cutler,If I Stay
4501,6.8,Amat Escalante,Heli
4790,6.8,Livingston Oden,Solitude
436,6.8,Tim Johnson,Over the Hedge
4783,6.8,Tom Tykwer,3
3000,6.8,Dustin Hoffman,Quartet
4265,6.8,Carlos Carrera,El crimen del padre Amaro
4563,6.8,Ryan Little,Saints and Soldiers
4488,6.8,Nick Tomnay,The Perfect Host
4484,6.8,Kief Davidson,A Lego Brickumentary
175,6.8,Louis Leterrier,The Incredible Hulk
1710,6.8,Marc Forster,Machine Gun Preacher
1844,6.8,Woody Allen,The Curse of the Jade Scorpion
4670,6.8,Matthew Watts,Mutual Friends
1883,6.8,Joe Carnahan,The Grey
2643,6.8,Anton Corbijn,A Most Wanted Man
4457,6.8,Gillian Robespierre,Obvious Child
3756,6.8,Jeremy Brock,Driving Lessons
4341,6.8,Gerard Johnstone,Housebound
4342,6.8,Robert Greenwald,Wal-Mart: The High Cost of Low Price
4343,6.8,David Ray,Fetching Cody
1929,6.8,Jeremy Leven,Don Juan DeMarco
2891,6.8,Mark Romanek,One Hour Photo
889,6.8,Richard Lester,Superman II
726,6.8,Oliver Stone,Any Given Sunday
2481,6.8,Nicholas Ray,55 Days at Peking
4461,6.8,Nicole Holofcener,Walking and Talking
19,6.8,Barry Sonnenfeld,Men in Black 3
2882,6.8,Mike Judge,Beavis and Butt-Head Do America
1574,6.8,Michael Sucsy,The Vow
3785,6.8,Jonas Åkerlund,Spun
299,6.8,Spike Jonze,Where the Wild Things Are
1111,6.8,Sean Penn,The Pledge
1953,6.8,Ivan Reitman,Draft Day
4199,6.8,Fenton Bailey,Inside Deep Throat
1946,6.8,Luke Greenfield,The Girl Next Door
2498,6.8,Howard Zieff,My Girl
364,6.8,Gary Trousdale,Atlantis: The Lost Empire
1601,6.8,Chris Noonan,Babe
513,6.8,Yarrow Cheney,The Secret Life of Pets
1092,6.8,Garth Jennings,The Hitchhiker's Guide to the Galaxy
3314,6.8,Peter R. Hunt,On Her Majesty's Secret Service
4222,6.8,James Watkins,Eden Lake
1087,6.8,Albert Hughes,From Hell
742,6.8,Guillermo del Toro,Hellboy
1580,6.8,Barry Sonnenfeld,The Addams Family
1547,6.8,Martin Scorsese,Bringing Out the Dead
2381,6.7,Audrey Wells,Under the Tuscan Sun
3769,6.7,Hugh Wilson,Police Academy
964,6.7,Clint Eastwood,Absolute Power
2401,6.7,Nicholas Hytner,Center Stage
22,6.7,Ridley Scott,Robin Hood
2400,6.7,Woody Allen,Small Time Crooks
3941,6.7,Mel Brooks,High Anxiety
3755,6.7,Frank LaLoggia,Lady in White
845,6.7,Brad Silberling,City of Angels
2155,6.7,Jon Lucas,Bad Moms
2184,6.7,Joshua Logan,Paint Your Wagon
3569,6.7,Shana Feste,The Greatest
291,6.7,Adam McKay,The Other Guys
3950,6.7,Karen Moncrieff,The Dead Girl
547,6.7,Andy Tennant,Anna and the King
1267,6.7,Justin Chadwick,The Other Boleyn Girl
333,6.7,Peter Jackson,The Lovely Bones
2632,6.7,Jay Russell,Tuck Everlasting
2625,6.7,Elizabeth Allen Rosenbaum,Ramona and Beezus
4503,6.7,Katherine Brooks,Loving Annabelle
1001,6.7,Gary Ross,Free State of Jones
2617,6.7,Thomas Carter,When the Game Stands Tall
3593,6.7,Gurinder Chadha,Bend It Like Beckham
4454,6.7,Brad Anderson,Next Stop Wonderland
384,6.7,Kathryn Bigelow,K-19: The Widowmaker
2368,6.7,Scott Derrickson,The Exorcism of Emily Rose
969,6.7,Jon Hurwitz,American Reunion
2271,6.7,Paul Thomas Anderson,Inherent Vice
2175,6.7,Gregory Nava,Selena
3609,6.7,Émile Gaudreault,Mambo Italiano
39,6.7,Marc Webb,The Amazing Spider-Man 2
4704,6.7,,Revolution
4428,6.7,Douglas Trumbull,Silent Running
1268,6.7,Pat O'Connor,Sweet November
3989,6.7,Alfred Hitchcock,Torn Curtain
2350,6.7,Anthony Mann,The Fall of the Roman Empire
4040,6.7,Jason Alexander,Just Looking
525,6.7,Adam Shankman,Hairspray
4471,6.7,Karen Moncrieff,Blue Car
2555,6.7,Jérôme Salle,Zulu
4901,6.7,Ivan Kavanagh,Tin Can Man
2230,6.7,,Fired Up
12,6.7,Marc Forster,Quantum of Solace
3817,6.7,Cecil B. DeMille,The Greatest Show on Earth
2318,6.7,Mike Barker,Shattered
2303,6.7,Matthew Diamond,The Oogieloves in the Big Balloon Adventure
2547,6.7,James Ivory,The White Countess
296,6.7,Simon West,The Expendables 2
2441,6.7,Christian Volckman,Renaissance
3843,6.7,Allison Anders,Four Rooms
2464,6.7,Joe Carnahan,Smokin' Aces
867,6.7,Peter Lord,The Pirates! Band of Misfits
3840,6.7,Roger Avary,The Rules of Attraction
1071,6.7,Joel Schumacher,The Client
3831,6.7,Woody Allen,Scoop
521,6.7,Timur Bekmambetov,Wanted
1176,6.7,Anne Fletcher,The Proposal
3803,6.7,Daniel Espinosa,Easy Money
924,6.7,Tom Shadyac,Patch Adams
18,6.7,Rob Marshall,Pirates of the Caribbean: On Stranger Tides
2429,6.7,,Unforgettable
463,6.7,Richard Donner,Conspiracy Theory
3744,6.7,Marc Bennett,Should've Been Romeo
507,6.7,Joe Johnston,Hidalgo
265,6.7,Gavin Hood,Ender's Game
2463,6.7,Malcolm D. Lee,The Best Man Holiday
3738,6.7,Barrett Esposito,Henry & Me
934,6.7,Chris Columbus,Stepmom
883,6.7,Guillermo del Toro,Blade II
2488,6.7,Rowdy Herrington,Bobby Jones: Stroke of Genius
2417,6.7,Matthew Robbins,Dragonslayer
3655,6.7,Frank Perry,Mommie Dearest
300,6.7,Chris Wedge,Epic
1226,6.7,John Glen,The Living Daylights
3885,6.7,Sean Byrne,The Loved Ones
2480,6.7,Antoine Fuqua,Brooklyn's Finest
472,6.7,Genndy Tartakovsky,Hotel Transylvania 2
2426,6.7,Jeff Nichols,Midnight Special
1033,6.7,Phillip Noyce,The Bone Collector
3797,6.7,Mel Brooks,Silent Movie
2252,6.7,David Koepp,Ghost Town
4798,6.7,C. Fraser Press,Theresa Is a Mother
3319,6.7,Tamra Davis,Half Baked
213,6.7,Tony Gilroy,The Bourne Legacy
762,6.7,Ruben Fleischer,Gangster Squad
2005,6.7,Jonathan Lynn,The Whole Nine Yards
1672,6.7,Edward Zwick,Love & Other Drugs
2822,6.7,John Waters,Serial Mom
129,6.7,Ron Howard,Angels & Demons
1870,6.7,Sharon Maguire,Bridget Jones's Diary
3202,6.7,Andy Garcia,The Lost City
181,6.7,Eric Darnell,Penguins of Madagascar
2844,6.7,Brad Anderson,The Call
958,6.7,Adrian Lyne,Unfaithful
1987,6.7,Werner Herzog,Bad Lieutenant: Port of Call New Orleans
1531,6.7,Evan Goldberg,This Is the End
100,6.7,Rob Cohen,The Fast and the Furious
407,6.7,Neil Burger,Divergent
4545,6.7,Lee Toland Krieger,Celeste & Jesse Forever
4542,6.7,Mariette Monpierre,Elza
3374,6.7,Stanley Tong,Rumble in the Bronx
784,6.7,Patrick Gilmore,Sinbad: Legend of the Seven Seas
2023,6.7,Kevin Spacey,Beyond the Sea
1428,6.7,Andrew Niccol,In Time
2919,6.7,Jonathan Demme,Rachel Getting Married
779,6.7,Robert Redford,The Legend of Bagger Vance
778,6.7,Joe Wright,The Soloist
2765,6.7,Stephan Elliott,Easy Virtue
2050,6.7,Anne Fontaine,Coco Before Chanel
2045,6.7,Jerry Zaks,Marvin's Room
4747,6.7,Drake Doremus,Like Crazy
3401,6.7,Guy Hamilton,Diamonds Are Forever
2034,6.7,James Wong,Final Destination
583,6.7,Steven Spielberg,Hook
1678,6.7,Gavin O'Connor,Pride and Glory
3390,6.7,Rodrigo García,Albert Nobbs
1471,6.7,Jake Kasdan,Walk Hard: The Dewey Cox Story
1476,6.7,Terrence Malick,The Tree of Life
3565,6.7,Lynne Ramsay,Morvern Callar
1970,6.7,Lasse Hallström,The Hoax
2861,6.7,Gillian Armstrong,Oscar and Lucinda
3212,6.7,Gerald Potterton,Heavy Metal
4821,6.7,Zal Batmanglij,Sound of My Voice
2889,6.7,Nima Nourizadeh,Project X
4824,6.7,Lynn Shelton,Your Sister's Sister
724,6.7,Brett Ratner,The Family Man
189,6.7,Chris Miller,Puss in Boots
3228,6.7,Malcolm D. Lee,The Best Man
4338,6.7,James Mottern,Trucker
4337,6.7,Bruce McDonald,Pontypool
121,6.7,Eric Darnell,Madagascar: Escape 2 Africa
621,6.7,Mikael Håfström,Escape Plan
118,6.7,Tim Burton,Charlie and the Chocolate Factory
4328,6.7,Qasim Basir,Mooz-Lum
186,6.7,Tim Johnson,Home
2912,6.7,Ernest R. Dickerson,Tales from the Crypt: Demon Knight
3242,6.7,Christopher McQuarrie,The Way of the Gun
4320,6.7,Rebecca Miller,The Ballad of Jack and Rose
3278,6.7,Nils Gaup,Shipwrecked
123,6.7,Gavin Hood,X-Men Origins: Wolverine
1950,6.7,Akiva Schaffer,Hot Rod
2864,6.7,Ethan Maniquis,Machete
409,6.7,Peter Berg,The Rundown
204,6.7,Francis Lawrence,The Hunger Games: Mockingjay - Part 1
4830,6.7,Alex Kendrick,Facing the Giants
1647,6.7,Liz Friedlander,Take the Lead
3293,6.7,Darren Lynn Bousman,Repo! The Genetic Opera
1579,6.7,Rawson Marshall Thurber,Dodgeball: A True Underdog Story
445,6.7,Nancy Meyers,Something's Gotta Give
124,6.7,Lana Wachowski,The Matrix Revolutions
1890,6.7,Steve Oedekerk,Nothing to Lose
1589,6.7,Harold Ramis,Analyze This
4775,6.7,Eugène Lourié,"The Beast from 20,000 Fathoms"
4206,6.7,Lance Mungia,Six-String Samurai
4352,6.7,Lucrecia Martel,The Holy Girl
3187,6.7,Michael Clancy,Eulogy
4154,6.7,Dan Perri,Sharkskin
3174,6.7,Jeb Stuart,Blood Done Sign My Name
234,6.7,George Lucas,Star Wars: Episode II - Attack of the Clones
1802,6.7,Walter Murch,Return to Oz
4281,6.7,Lucky McKee,May
4106,6.7,Sarah Gavron,Brick Lane
1808,6.7,Jodie Foster,Money Monster
808,6.7,Mark Waters,Just Like Heaven
236,6.7,James Mangold,The Wolverine
672,6.7,Renny Harlin,The Long Kiss Goodnight
1377,6.7,Rob Reiner,Ghosts of Mississippi
1754,6.7,Kenny Ortega,Hocus Pocus
2688,6.7,Brad Anderson,Transsiberian
802,6.7,John Dahl,The Great Raid
1753,6.7,Lasse Hallström,Safe Haven
430,6.7,Tom Shadyac,Bruce Almighty
3116,6.7,Lorene Scafaria,Seeking a Friend for the End of the World
1341,6.7,Roman Polanski,The Ninth Gate
669,6.7,Mike Nichols,Primary Colors
2122,6.7,Brad Silberling,Moonlight Mile
1768,6.7,Jay Roach,"Mystery, Alaska"
2125,6.7,Jodie Foster,The Beaver
3087,6.7,Patricia Rozema,Kit Kittredge: An American Girl
4716,6.7,Kelly Reichardt,Old Joy
2666,6.7,Michael Winterbottom,A Mighty Heart
4099,6.7,Leslie Small,Kevin Hart: Let Me Explain
3065,6.7,Peter Sollett,Nick and Norah's Infinite Playlist
824,6.7,,Anger Management
3058,6.7,Mark L. Lester,Commando
4883,6.7,James Bidgood,Pink Narcissus
3553,6.7,Zach Braff,Wish I Was Here
2652,6.7,James Foley,Confidence
4711,6.7,Gavin O'Connor,Tumbleweeds
3557,6.7,Sheldon Lettich,Only the Strong
653,6.7,Martin Campbell,The Mask of Zorro
2106,6.7,Juan José Campanella,Underdogs
1741,6.7,Ang Lee,Taking Woodstock
3157,6.7,Kar-Wai Wong,My Blueberry Nights
440,6.7,Dean Parisot,RED 2
2751,6.7,Martin Scorsese,"New York, New York"
3153,6.7,William Friedkin,Killer Joe
3465,6.7,Aleksey German,Hard to Be a God
3462,6.7,Thaddeus O'Sullivan,The Heart of Me
785,6.7,Paul W.S. Anderson,Event Horizon
4859,6.7,Matt Johnson,The Dirties
2736,6.7,Randal Kleiser,White Fang
575,6.7,M. Night Shyamalan,Signs
1424,6.7,Paul W.S. Anderson,Resident Evil
1855,6.7,Michael Hoffman,The Best of Me
1683,6.7,Terrence Malick,The New World
4741,6.7,Piyush Dinker Pandya,American Desi
2762,6.7,Phillip Noyce,Catch a Fire
4311,6.7,Charles Herman-Wurmfeld,Kissing Jessica Stein
714,6.7,Baltasar Kormákur,2 Guns
143,6.7,David Bowers,Flushed Away
1716,6.7,Liliana Cavani,Ripley's Game
227,6.7,David Twohy,The Chronicles of Riddick
2087,6.7,David O. Russell,I Heart Huckabees
1389,6.7,Richard Donner,Lethal Weapon 3
3125,6.7,Jason Bateman,Bad Words
3855,6.6,Gavin Wiesen,The Art of Getting By
2926,6.6,Nicholas Jarecki,Arbitrage
4656,6.6,Jack Heller,Enter Nowhere
2920,6.6,Bob Rafelson,The Postman Always Rings Twice
4271,6.6,Morgan Spurlock,The Greatest Movie Ever Sold
4632,6.6,Steve Buscemi,Lonesome Jim
3170,6.6,Christopher Smith,Severance
4239,6.6,Brad Copeland,Coffee Town
3883,6.6,Edward Burns,Purple Violets
3164,6.6,Jon Stewart,Rosewater
3086,6.6,John Madden,The Second Best Exotic Marigold Hotel
3222,6.6,Floria Sigismondi,The Runaways
3163,6.6,Claude Chabrol,The Swindle
2968,6.6,Mary Lambert,Pet Sematary
3126,6.6,David Schwimmer,"Run, Fatboy, Run"
3949,6.6,Nathan Frankowski,Day One
3128,6.6,Mike Binder,Black or White
4648,6.6,Marc Forster,Everything Put Together
3969,6.6,Spike Lee,The Original Kings of Comedy
3850,6.6,Mike Mills,Thumbsucker
3135,6.6,Peter Medak,Romeo Is Bleeding
3035,6.6,Dean Wright,For Greater Glory: The True Story of Cristiada
3861,6.6,Stefan Schwartz,Shooting Fish
3568,6.6,Claude Chabrol,The Flower of Evil
2917,6.6,Richard LaGravenese,Living Out Loud
4125,6.6,Mike Judge,Idiocracy
4894,6.6,Jay Duplass,The Puffy Chair
3630,6.6,Jeff Tremaine,Jackass: The Movie
3501,6.6,Sterling Van Wagenen,The Work and the Glory II: American Zion
3634,6.6,Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors
4869,6.6,Chad Hartigan,This Is Martin Bonner
4726,6.6,John D. Hancock,The Looking Glass
2583,6.6,Jeff Tremaine,Bad Grandpa
3447,6.6,Paul Schrader,Auto Focus
2714,6.6,Julien Temple,Pandaemonium
4393,6.6,Jamie Babbit,But I'm a Cheerleader
4740,6.6,Miguel Arteta,Chuck & Buck
2733,6.6,,Ghost Hunters
3663,6.6,Michael Curtiz,The Egyptian
2739,6.6,Mike Nawrocki,Jonah: A VeggieTales Movie
3628,6.6,Darren Lynn Bousman,Saw II
3627,6.6,James Wan,Insidious: Chapter 2
4077,6.6,Rohit Jugraj,Sardaar Ji
4113,6.6,Tim Boxell,Valley of the Heart's Delight
4724,6.6,Eddie O'Flaherty,Fighting Tommy Riley
3610,6.6,James Cox,Wonderland
4103,6.6,Éric Tessier,Sur le seuil
